node,F_t,L,o_t,s_t,Abar,A_t,m_t,O_t,C_t,M_pC_prev,M_pT_prev,M_nC_prev,M_nT_prev,pi_t,M_pC_t,M_pT_t,M_nC_t,M_nT_t,o_t1,s_t1,F_t1,A_t1
138,0,0,-0.9767268608755738,-1,0.3545675697092219,0.6133629555316901,-0.960083706428154,0,0,0.0,0.0,0.0,10.5,0.28552893273652025,0.0,0.0,0.0,10.5,-0.9767268608755738,-1,0,0.6133629555316901
139,1,0,0.0901741473224062,1,0.7199652992922037,0.9519791795753222,0.17841809643517467,0,0,0.0,0.0,0.0,7.5,0.4933220958903637,0.0,0.0,0.0,7.5,0.0901741473224062,1,1,0.9519791795753222
140,0,0,0.26923204743674484,1,0.6476407873756191,1.0,0.49182446346117825,1,1,0.0,0.0,0.0,10.0,0.45016600268752216,0.0,0.0,0.0,10.0,0.26923204743674484,1,0,1.0
141,2,0,-0.9600241069481573,-1,0.7314231025150177,0.9581386710906333,-0.9570776026235085,0,0,0.0,0.0,0.0,8.5,0.517851088412433,0.0,0.0,0.0,8.5,-0.9600241069481573,-1,2,0.9581386710906333
142,1,0,-0.928411345625145,-1,0.3295548742587596,0.6395455848819492,-0.9504972884112253,0,0,0.0,0.0,0.0,10.5,0.3638815852200166,0.0,0.0,0.0,10.5,-0.928411345625145,-1,1,0.6395455848819492
143,2,0,-0.9475414629265143,-1,0.518775652891163,0.8042542279223862,-0.9545355421531898,0,0,0.0,0.0,0.0,10.5,0.4435178205739418,0.0,0.0,0.0,10.5,-0.9475414629265143,-1,2,0.8042542279223862
144,0,0,-0.9390716603630836,-1,0.6675619661448805,1.0,-0.9527889109215758,1,1,0.0,0.0,0.0,10.5,0.47558286733893596,0.0,0.0,0.0,10.5,-0.9390716603630836,-1,0,1.0
145,7,0,0.05272719223590355,1,0.3474198457969886,0.6411766970768267,0.10506520923036537,0,0,0.0,0.0,0.0,11.0,0.43711523734561675,0.0,0.0,0.0,11.0,0.05272719223590355,1,7,0.6411766970768267
146,2,0,-0.9762074396772443,-1,0.3384477831603302,0.7100581298985361,-0.9600129208316093,1,1,0.0,0.0,0.0,9.5,0.37194205441276973,0.0,0.0,0.0,9.5,-0.9762074396772443,-1,2,0.7100581298985361
147,1,0,0.15598911572936836,1,0.21630928009855102,0.5840148603713039,0.30223569727392796,1,1,0.0,0.0,0.0,10.5,0.27834589274913174,0.0,0.0,0.0,10.5,0.15598911572936836,1,1,0.5840148603713039
148,0,0,0.24889062924640615,1,0.7751091763852715,1.0,0.4603704449614248,1,1,0.0,0.0,0.0,8.5,0.4933220958903637,0.0,0.0,0.0,8.5,0.24889062924640615,1,0,1.0
149,0,0,-0.9194909165587802,-1,0.6260101280327741,0.9098485075475303,-0.9485431350066377,0,0,0.0,0.0,0.0,10.0,0.4216730631063984,0.0,0.0,0.0,10.0,-0.9194909165587802,-1,0,0.9098485075475303
150,3,0,-0.988813917424024,-1,0.581336212406111,0.9882335639059485,-0.9621821601831357,1,1,0.0,0.0,0.0,10.5,0.49552420361760496,0.0,0.0,0.0,10.5,-0.988813917424024,-1,3,0.9882335639059485
151,2,0,-0.9432957833610454,-1,0.6463968336169946,0.9478381001701969,-0.9537282756402383,0,0,0.0,0.0,0.0,9.5,0.5186546052105948,0.0,0.0,0.0,9.5,-0.9432957833610454,-1,2,0.9478381001701969
152,2,0,0.407873078592481,1,0.5189677512172637,0.8435285117317298,0.6727479366784649,0,0,0.0,0.0,0.0,10.0,0.48733232308941987,0.0,0.0,0.0,10.0,0.407873078592481,1,2,0.8435285117317298
153,1,0,-0.9977744817811373,-1,0.4856802926542463,0.7495679062167392,-0.9636704668167825,0,0,0.0,0.0,0.0,9.0,0.40251557685351425,0.0,0.0,0.0,9.0,-0.9977744817811373,-1,1,0.7495679062167392
154,3,0,-0.9203329165029327,-1,0.4697193446741126,0.870628163433175,-0.9488838174283208,1,1,0.0,0.0,0.0,8.5,0.47905179356355115,0.0,0.0,0.0,8.5,-0.9203329165029327,-1,3,0.870628163433175
155,5,0,-0.9482428320309155,-1,0.5842635272621848,0.9707463809642729,-0.9546773151409367,1,1,0.0,0.0,0.0,10.5,0.5058014068502477,0.0,0.0,0.0,10.5,-0.9482428320309155,-1,5,0.9707463809642729
156,1,0,0.2670016485585403,1,0.32092098523542995,0.6430646207241298,0.48843528073812387,0,0,0.0,0.0,0.0,10.5,0.37299042285742756,0.0,0.0,0.0,10.5,0.2670016485585403,1,1,0.6430646207241298
157,2,0,-0.9276232341150996,-1,0.7328352170089218,1.0,-0.9502847966785586,1,1,0.0,0.0,0.0,11.0,0.5364441605987122,0.0,0.0,0.0,11.0,-0.9276232341150996,-1,2,1.0
158,0,0,0.12393675536977915,1,0.6870514227315592,1.0,0.2429186923194284,1,1,0.0,0.0,0.0,10.5,0.45016600268752216,0.0,0.0,0.0,10.5,0.12393675536977915,1,0,1.0
159,1,0,0.2419703802506328,1,0.40973816687122033,0.6729616058671989,0.4493940773433662,0,0,0.0,0.0,0.0,10.5,0.34871802872389435,0.0,0.0,0.0,10.5,0.2419703802506328,1,1,0.6729616058671989
160,2,0,0.6407173115636633,1,0.5471655780875146,0.874274135522872,0.8568666779159427,1,1,0.0,0.0,0.0,9.0,0.43574221877905256,0.0,0.0,0.0,9.0,0.6407173115636633,1,2,0.874274135522872
161,6,0,-0.9217872099653738,-1,0.28461637997000877,0.5938710368782351,-0.9489760323085991,0,0,0.0,0.0,0.0,11.0,0.41834597693207476,0.0,0.0,0.0,11.0,-0.9217872099653738,-1,6,0.5938710368782351
162,2,0,0.1268480007017721,1,0.783407748760159,0.9700446492560953,0.24838980065572488,0,0,0.0,0.0,0.0,6.5,0.5186546052105948,0.0,0.0,0.0,6.5,0.1268480007017721,1,2,0.9700446492560953
163,2,0,-0.9558686915450973,-1,0.7417356125781702,1.0,-0.9561911760474421,0,0,0.0,0.0,0.0,10.5,0.5186546052105948,0.0,0.0,0.0,10.5,-0.9558686915450973,-1,2,1.0
164,3,0,0.3800368691125582,1,0.7531385038995204,1.0,0.6411203924458702,1,1,0.0,0.0,0.0,11.0,0.5365779348668462,0.0,0.0,0.0,11.0,0.3800368691125582,1,3,1.0
165,3,0,-0.9323830531973106,-1,0.39929782862207097,0.7751257066874806,-0.9513279427921701,1,1,0.0,0.0,0.0,11.0,0.42260257970878085,0.0,0.0,0.0,11.0,-0.9323830531973106,-1,3,0.7751257066874806
166,4,0,-0.9274089377353602,-1,0.30148082442971347,0.6365951159581883,-0.9504486503072236,1,1,0.0,0.0,0.0,8.5,0.35600490199669504,0.0,0.0,0.0,8.5,-0.9274089377353602,-1,4,0.6365951159581883
167,2,0,-0.9051697465257882,-1,0.32706329807978624,0.7001975000648245,-0.9450630677334921,1,1,0.0,0.0,0.0,11.0,0.32543717998954136,0.0,0.0,0.0,11.0,-0.9051697465257882,-1,2,0.7001975000648245
168,6,0,-0.9614364814778459,-1,0.2540008346270539,0.546651551241327,-0.957265141788368,0,0,0.0,0.0,0.0,10.5,0.3871298937286144,0.0,0.0,0.0,10.5,-0.9614364814778459,-1,6,0.546651551241327
169,3,0,-0.8908409715064267,-1,0.2720663780608306,0.5977667255660918,-0.941524782122215,0,0,0.0,0.0,0.0,10.5,0.39698217762111115,0.0,0.0,0.0,10.5,-0.8908409715064267,-1,3,0.5977667255660918
170,5,0,0.3615351154628668,1,0.24278272051090727,0.509275584964983,0.6188074730565609,0,0,0.0,0.0,0.0,10.0,0.3461890236390842,0.0,0.0,0.0,10.0,0.3615351154628668,1,5,0.509275584964983
171,0,0,0.06520197872125898,1,0.7938938415229242,1.0,0.1296697695909153,0,0,0.0,0.0,0.0,9.5,0.45016600268752216,0.0,0.0,0.0,9.5,0.06520197872125898,1,0,1.0
172,1,0,-0.9575205377619335,-1,0.24443461002144418,0.5152536277986156,-0.9565333123036364,0,0,0.0,0.0,0.0,10.0,0.29151336800212707,0.0,0.0,0.0,10.0,-0.9575205377619335,-1,1,0.5152536277986156
173,0,0,-0.9163841445541498,-1,0.2795252485708482,0.5332304891833849,-0.9477344897299096,0,0,0.0,0.0,0.0,11.0,0.25441905618357125,0.0,0.0,0.0,11.0,-0.9163841445541498,-1,0,0.5332304891833849
