node,F_t,L,o_t,s_t,Abar,A_t,m_t,O_t,C_t,M_pC_prev,M_pT_prev,M_nC_prev,M_nT_prev,pi_t,M_pC_t,M_pT_t,M_nC_t,M_nT_t,o_t1,s_t1,F_t1,A_t1
17,2,0,-0.7035527182108327,-1,0.6631096059374932,1.0,-0.8679310251244443,1,1,0.0,0.0,0.0,10.5,0.5186546052105948,0.0,0.0,0.0,10.5,-0.7035527182108327,-1,2,1.0
18,4,0,-0.8047334796277773,-1,0.4269908085342714,0.7961475701342714,-0.9148133776371506,1,1,0.0,0.0,0.0,10.0,0.4163314337632528,0.0,0.0,0.0,10.0,-0.8047334796277773,-1,4,0.7961475701342714
19,2,0,-0.7103477233971399,-1,0.7010754746484402,1.0,-0.872098659857297,1,1,0.0,0.0,0.0,10.0,0.5279047498177912,0.0,0.0,0.0,10.0,-0.7103477233971399,-1,2,1.0
20,2,0,-0.8603998589471376,-1,0.3278449606394015,0.6168921849594016,-0.9331156599611482,0,0,0.0,0.0,0.0,10.5,0.36481788035294654,0.0,0.0,0.0,10.5,-0.8603998589471376,-1,2,0.6168921849594016
21,6,0,-0.7740861305684036,-1,0.2025834654006072,0.47565002284060726,-0.9024601430603821,0,0,0.0,0.0,0.0,10.5,0.3452301019065447,0.0,0.0,0.0,10.5,-0.7740861305684036,-1,6,0.47565002284060726
22,5,0,0.012594082015737487,1,0.5427004172334446,0.7895108261934446,0.025182838559739223,0,0,0.0,0.0,0.0,6.5,0.521348876752632,0.0,0.0,0.0,6.5,0.012594082015737487,1,5,0.7895108261934446
23,3,0,0.08024255897975724,1,0.7964466634714271,1.0,0.15912137572349863,1,1,0.0,0.0,0.0,9.5,0.5186546052105948,0.0,0.0,0.0,9.5,0.08024255897975724,1,3,1.0
24,4,0,0.11060311446057053,1,0.22318658589613077,0.5279137692561309,0.21766744157532106,0,0,0.0,0.0,0.0,10.0,0.36711064092193857,0.0,0.0,0.0,10.0,0.11060311446057053,1,4,0.5279137692561309
25,4,0,-0.8316834955484963,-1,0.3247988442250764,0.6351041242250763,-0.9242619038908672,0,0,0.0,0.0,0.0,10.0,0.4166286032865496,0.0,0.0,0.0,10.0,-0.8316834955484963,-1,4,0.6351041242250763
26,4,0,0.3234299620035489,1,0.5113487854922505,0.9114949205322505,0.5695522930470875,1,1,0.0,0.0,0.0,10.5,0.5093896356876453,0.0,0.0,0.0,10.5,0.3234299620035489,1,4,0.9114949205322505
27,1,0,-0.7840204800700794,-1,0.6859644418669224,0.9715786651201536,-0.9065752101284995,0,0,0.0,0.0,0.0,10.5,0.4933220958903637,0.0,0.0,0.0,10.5,-0.7840204800700794,-1,1,0.9715786651201536
28,2,0,0.2056810895187214,1,0.25342520304503197,0.521492797285032,0.38962867898697473,0,0,0.0,0.0,0.0,10.0,0.3137000745871734,0.0,0.0,0.0,10.0,0.2056810895187214,1,2,0.521492797285032
29,4,0,-0.7046954458837781,-1,0.43714079225533664,0.8038751794553367,-0.868988441813956,1,1,0.0,0.0,0.0,10.0,0.41812326376844167,0.0,0.0,0.0,10.0,-0.7046954458837781,-1,4,0.8038751794553367
30,2,0,-0.8428367351701311,-1,0.6482454803779318,1.0,-0.9278704133122541,1,1,0.0,0.0,0.0,10.0,0.5186546052105948,0.0,0.0,0.0,10.0,-0.8428367351701311,-1,2,1.0
31,2,0,-0.7308653788222446,-1,0.422925925043817,0.731124058803817,-0.8824770638270584,0,0,0.0,0.0,0.0,10.5,0.4262448818226418,0.0,0.0,0.0,10.5,-0.7308653788222446,-1,2,0.731124058803817
32,3,0,0.09156420710739949,1,0.31330185228538343,0.6977396942053834,0.18110837503835248,1,1,0.0,0.0,0.0,9.0,0.3918570684878865,0.0,0.0,0.0,9.0,0.09156420710739949,1,3,0.6977396942053834
33,2,0,0.20926963549747404,1,0.3172974964379524,0.5744292621979525,0.3956991333177575,0,0,0.0,0.0,0.0,9.5,0.32802782676077485,0.0,0.0,0.0,9.5,0.20926963549747404,1,2,0.5744292621979525
34,9,0,-0.7169916326335677,-1,0.44602927214899657,0.8696762481489966,-0.8752862728507548,1,1,0.0,0.0,0.0,10.5,0.5064350494483494,0.0,0.0,0.0,10.5,-0.7169916326335677,-1,9,0.8696762481489966
35,3,0,0.5168304934812603,1,0.48765024488353476,0.9205803133635349,0.7753724819704212,1,1,0.0,0.0,0.0,10.5,0.5006323344704675,0.0,0.0,0.0,10.5,0.5168304934812603,1,3,0.9205803133635349
36,4,0,0.35259845378783955,1,0.7170886506896084,1.0,0.6076561023824824,1,1,0.0,0.0,0.0,8.0,0.5142733246671324,0.0,0.0,0.0,8.0,0.35259845378783955,1,4,1.0
37,6,0,-0.7159332894016137,-1,0.5853514511407962,0.9880846197807962,-0.875104475412628,1,1,0.0,0.0,0.0,10.0,0.5454763267072164,0.0,0.0,0.0,10.0,-0.7159332894016137,-1,6,0.9880846197807962
38,7,0,0.23949017547759893,1,0.6142411727093009,0.9885447036255806,0.4454266358940736,1,1,0.0,0.0,0.0,8.5,0.5792902266289527,0.0,0.0,0.0,8.5,0.23949017547759893,1,7,0.9885447036255806
39,1,0,0.644881260128186,1,0.7897923029215443,1.0,0.8590643292005657,1,1,0.0,0.0,0.0,6.5,0.515901825156583,0.0,0.0,0.0,6.5,0.644881260128186,1,1,1.0
40,2,0,0.6797925501155077,1,0.4471060641805843,0.8625854933005843,0.8762968026176904,1,1,0.0,0.0,0.0,10.0,0.4201238839118909,0.0,0.0,0.0,10.0,0.6797925501155077,1,2,0.8625854933005843
41,7,0,-0.8229460589526945,-1,0.44201264194947704,0.7331203181094771,-0.9213144711235493,0,0,0.0,0.0,0.0,10.0,0.4763845046718677,0.0,0.0,0.0,10.0,-0.8229460589526945,-1,7,0.7331203181094771
42,1,0,-0.7982484632581325,-1,0.7540081806354875,1.0,-0.9123768730790354,1,1,0.0,0.0,0.0,10.0,0.4933220958903637,0.0,0.0,0.0,10.0,-0.7982484632581325,-1,1,1.0
43,2,0,0.4933170952036694,1,0.3475253522030352,0.7140363435630352,0.7559234728352632,1,1,0.0,0.0,0.0,8.0,0.40888387039528756,0.0,0.0,0.0,8.0,0.4933170952036694,1,2,0.7140363435630352
44,5,0,-0.798980230978854,-1,0.6378891477817201,1.0,-0.9126551018627999,1,1,0.0,0.0,0.0,10.0,0.5186546052105948,0.0,0.0,0.0,10.0,-0.798980230978854,-1,5,1.0
45,6,0,-0.8140025499380641,-1,0.6527438829308809,1.0,-0.9191360004979405,1,1,0.0,0.0,0.0,7.5,0.5711335578725031,0.0,0.0,0.0,7.5,-0.8140025499380641,-1,6,1.0
