node,F_t,L,o_t,s_t,Abar,A_t,m_t,O_t,C_t,M_pC_prev,M_pT_prev,M_nC_prev,M_nT_prev,pi_t,M_pC_t,M_pT_t,M_nC_t,M_nT_t,o_t1,s_t1,F_t1,A_t1
296,1,0,0.16177071357435224,1,0.6556046600134325,0.9272459617725729,0.31270557958741857,0,0,0.0,0.0,0.0,10.5,0.46400264867992363,0.0,0.0,0.0,10.5,0.16177071357435224,1,1,0.9272459617725729
297,1,0,-0.999466480594184,-1,0.5323886754901157,0.9586461760449725,-0.9639416055172333,1,1,0.0,0.0,0.0,10.5,0.4699724684037689,0.0,0.0,0.0,10.5,-0.999466480594184,-1,1,0.9586461760449725
298,6,0,-0.9995610203373821,-1,0.2126936068539761,0.46054814160116075,-0.9639572198270951,0,0,0.0,0.0,0.0,9.5,0.3440430055103549,0.0,0.0,0.0,9.5,-0.9995610203373821,-1,6,0.46054814160116075
299,1,0,0.9999460402064771,1,0.38981687440202917,0.7966477693711076,0.9640186183999946,1,1,0.0,0.0,0.0,11.0,0.38596533995324395,0.0,0.0,0.0,11.0,0.9999460402064771,1,1,0.7966477693711076
300,3,0,-0.9995335152867688,-1,0.30620084667280467,0.6325195633665318,-0.9639522361444828,0,0,0.0,0.0,0.0,11.0,0.41245380512173585,0.0,0.0,0.0,11.0,-0.9995335152867688,-1,3,0.6325195633665318
301,1,0,0.9999730504033683,1,0.5935237165897045,0.9797695094450081,0.9640231045440971,1,1,0.0,0.0,0.0,11.0,0.45257686397764885,0.0,0.0,0.0,11.0,0.9999730504033683,1,1,0.9797695094450081
302,0,0,0.06527277143797912,1,0.36501862437815175,0.6521506103674509,0.12980897181500972,0,0,0.0,0.0,0.0,9.5,0.33606658872468587,0.0,0.0,0.0,9.5,0.06527277143797912,1,0,0.6521506103674509
303,3,0,0.9999495238936907,1,0.2389680675259662,0.5011391972798127,0.9640192481649025,0,0,0.0,0.0,0.0,10.0,0.3377104882907607,0.0,0.0,0.0,10.0,0.9999495238936907,1,3,0.5011391972798127
304,2,0,0.12506179794871936,1,0.23296099351860156,0.5573345147956784,0.24503484086513003,1,1,0.0,0.0,0.0,8.5,0.3023069634804723,0.0,0.0,0.0,8.5,0.12506179794871936,1,2,0.5573345147956784
305,1,0,0.9999320593418625,1,0.549036378775229,0.9321061628552811,0.9640162960918937,1,1,0.0,0.0,0.0,11.0,0.42931813207052244,0.0,0.0,0.0,11.0,0.9999320593418625,1,1,0.9321061628552811
306,0,0,-0.999619104776954,-1,0.21303407342245378,0.48580035485618234,-0.963966071661676,0,0,0.0,0.0,0.0,11.0,0.24804050474594758,0.0,0.0,0.0,11.0,-0.999619104776954,-1,0,0.48580035485618234
307,1,0,-0.9996386047894632,-1,0.7092752678816534,1.0,-0.9639693646732179,1,1,0.0,0.0,0.0,10.5,0.4933220958903637,0.0,0.0,0.0,10.5,-0.9996386047894632,-1,1,1.0
308,0,0,0.18997817526765093,1,0.2932382715543654,0.5357175136513701,0.36266955989306265,0,0,0.0,0.0,0.0,9.0,0.26678135416059917,0.0,0.0,0.0,9.0,0.18997817526765093,1,0,0.5357175136513701
309,1,0,0.9999097506799169,1,0.5639398011172579,0.883794324040392,0.964012888269909,1,1,0.0,0.0,0.0,8.0,0.4104086716510055,0.0,0.0,0.0,8.0,0.9999097506799169,1,1,0.883794324040392
310,3,0,0.014089775700162002,1,0.4668128168064475,0.7707351107035402,0.028172094762558605,1,1,0.0,0.0,0.0,7.5,0.41447092401046887,0.0,0.0,0.0,7.5,0.014089775700162002,1,3,0.7707351107035402
311,0,0,-0.9997586052391526,-1,0.46571091273914156,0.6977696726085111,-0.963989240752018,0,0,0.0,0.0,0.0,8.0,0.34131133119870793,0.0,0.0,0.0,8.0,-0.9997586052391526,-1,0,0.6977696726085111
312,1,0,-0.99975727146232,-1,0.24307828541602755,0.5501666947174536,-0.9639883952689091,0,0,0.0,0.0,0.0,11.0,0.32579311549385237,0.0,0.0,0.0,11.0,-0.99975727146232,-1,1,0.5501666947174536
