node,F_t,L,o_t,tau_t,tau_t1,s_t,Abar,A_t,O_t,C_t,M_pC_prev,M_pT_prev,M_nC_prev,M_nT_prev,pi_t,M_pC_t,M_pT_t,M_nC_t,M_nT_t,o_t1,s_t1,F_t1,A_t1
391,6,0,-0.6468489807720236,10.0,10.0,-1,0.708965328802575,1.0,1,1,0.0,0.0,6.0,6.5,0.2787790148793098,0.0,0.0,6.0,6.5,-0.6468489807720236,-1,6,1.0
392,2,0,-1.0,10.0,10.0,-1,0.5729110521379701,0.8896981819867974,0,0,0.0,0.0,3.5,6.5,0.19332238017824194,0.0,0.0,3.5,6.5,-1.0,-1,2,0.8896981819867974
393,6,0,-1.0,10.0,10.0,-1,0.5501844049008857,0.9258399410658471,0,0,0.0,0.0,3.5,8.5,0.23635996142424542,0.0,0.0,3.5,8.5,-1.0,-1,6,0.9258399410658471
394,6,0,-0.8337255856398198,10.0,10.0,-1,0.5619120158436025,0.805341510305397,0,0,0.0,0.0,2.5,5.5,0.19994340632340504,0.0,0.0,2.5,5.5,-0.8337255856398198,-1,6,0.805341510305397
395,7,0,-0.595409686432158,10.0,10.0,1,0.5271071855958643,0.8997404286307122,0,0,0.0,1.0,4.0,8.5,0.21678569229926384,0.0,1.0,4.0,8.5,-0.595409686432158,1,7,0.8997404286307122
396,3,0,-1.0,10.0,10.0,-1,0.23561772815535414,0.4910459675924219,0,0,0.0,1.0,4.0,2.0,0.12240097936868054,0.0,1.0,4.0,2.0,-1.0,-1,3,0.4910459675924219
397,5,0,-1.0,10.0,10.0,-1,0.6189778367529231,0.8895320041320484,0,0,0.0,1.0,3.5,2.5,0.24779515441176933,0.0,1.0,3.5,2.5,-1.0,-1,5,0.8895320041320484
398,5,0,-1.0,10.0,10.0,-1,0.629802080077762,0.9378812480466573,0,0,0.0,1.0,4.5,3.5,0.24935408663733236,0.0,1.0,4.5,3.5,-1.0,-1,5,0.9378812480466573
399,0,0,-0.9666290392798693,10.0,10.0,-1,0.5074882173602164,0.7741904235786617,0,0,0.0,0.0,7.0,1.5,0.13396331436373457,0.0,0.0,7.0,1.5,-0.9666290392798693,-1,0,0.7741904235786617
400,8,0,-1.0,10.0,10.0,-1,0.7222325632415258,0.9933395379449156,0,0,0.0,0.0,3.5,5.5,0.2688050229391696,0.0,0.0,3.5,5.5,-1.0,-1,8,0.9933395379449156
401,8,0,-1.0,10.0,10.0,-1,0.6034620816540072,0.8405409122284339,0,0,0.0,1.0,4.0,1.5,0.2501884693764919,0.0,1.0,4.0,1.5,-1.0,-1,8,0.8405409122284339
402,6,0,-0.6619582969716153,10.0,10.0,-1,0.41759879471421024,0.69359364289073,0,0,0.0,0.0,1.5,5.5,0.19625490617552419,0.0,0.0,1.5,5.5,-0.6619582969716153,-1,6,0.69359364289073
403,5,0,-1.0,10.0,10.0,-1,0.21181661215918057,0.5331922207726677,0,0,0.0,0.0,3.5,5.5,0.14250967646531262,0.0,0.0,3.5,5.5,-1.0,-1,5,0.5331922207726677
404,3,0,-1.0,10.0,10.0,-1,0.23549698789860807,0.552827128901419,0,0,0.0,1.0,5.5,3.5,0.12329981098523195,0.0,1.0,5.5,3.5,-1.0,-1,3,0.552827128901419
405,6,0,-1.0,10.0,10.0,1,0.4110789569850718,0.7069101565294222,0,0,0.0,0.0,3.5,4.5,0.19429501654422737,0.0,0.0,3.5,4.5,-1.0,1,6,0.7069101565294222
406,8,0,-1.0,10.0,10.0,-1,0.4772631951192098,0.9470648281577551,1,1,0.0,1.0,5.0,7.5,0.18863883409944004,0.0,1.0,5.0,7.5,-1.0,-1,8,0.9470648281577551
407,2,0,-1.0,10.0,10.0,-1,0.300122671705055,0.7093758002224736,1,1,0.0,0.0,6.0,3.5,0.14288077063694576,0.0,0.0,6.0,3.5,-1.0,-1,2,0.7093758002224736
408,0,0,-1.0,10.0,10.0,-1,0.31359698385357926,0.6163309376738818,0,0,0.0,0.0,4.0,5.5,0.10496624250968926,0.0,0.0,4.0,5.5,-1.0,-1,0,0.6163309376738818
409,2,0,-1.0,10.0,10.0,-1,0.3381268152676018,0.6462067060623946,0,0,0.0,0.0,5.0,6.5,0.12128055731187809,0.0,0.0,5.0,6.5,-1.0,-1,2,0.6462067060623946
410,3,0,-0.924347313131851,10.0,10.0,-1,0.6683080037457636,1.0,0,0,0.0,1.0,4.0,6.5,0.23086623816251947,0.0,1.0,4.0,6.5,-0.924347313131851,-1,3,1.0
411,10,0,-1.0,10.0,10.0,-1,0.662772704571063,1.0,1,1,0.0,0.0,4.5,7.5,0.2630570378634295,0.0,0.0,4.5,7.5,-1.0,-1,10,1.0
412,1,0,-1.0,10.0,10.0,-1,0.42976339124826735,0.7420115070380743,0,0,0.0,0.0,5.0,4.5,0.15212604326884838,0.0,0.0,5.0,4.5,-1.0,-1,1,0.7420115070380743
413,10,0,-1.0,10.0,10.0,-1,0.30341862895063754,0.6850309203862337,0,0,0.0,1.0,5.0,7.5,0.17262772634090423,0.0,1.0,5.0,7.5,-1.0,-1,10,0.6850309203862337
414,0,0,-1.0,10.0,10.0,-1,0.2665450310380816,0.7310365378399624,1,1,0.0,1.0,4.0,7.5,0.1397163715285529,0.0,1.0,4.0,7.5,-1.0,-1,0,0.7310365378399624
415,6,0,-1.0,10.0,10.0,-1,0.25227758722830396,0.5061158287618798,0,0,0.0,1.0,5.0,1.5,0.14098283985872892,0.0,1.0,5.0,1.5,-1.0,-1,6,0.5061158287618798
416,4,0,-1.0,10.0,10.0,-1,0.4347675505396233,0.7931411192625528,1,1,0.0,0.0,1.5,5.5,0.15841294277549658,0.0,0.0,1.5,5.5,-1.0,-1,4,0.7931411192625528
417,2,0,-0.6840919138786689,10.0,10.0,-1,0.22732545999267165,0.5745476572599086,0,0,0.0,0.0,5.5,5.5,0.11881905384194615,0.0,0.0,5.5,5.5,-0.6840919138786689,-1,2,0.5745476572599086
418,2,0,0.28935210942668027,10.0,10.0,1,0.40018102227580105,0.6511035051276813,0,0,0.0,0.0,1.0,5.5,0.14605669759990247,0.0,0.0,1.0,5.5,0.28935210942668027,1,2,0.6511035051276813
419,5,0,-0.9290396698014064,10.0,10.0,-1,0.7769199455246825,1.0,0,0,0.0,1.0,7.0,3.5,0.24935408663733236,0.0,1.0,7.0,3.5,-0.9290396698014064,-1,5,1.0
420,1,0,-1.0,10.0,10.0,-1,0.5045027693660233,0.8305317829221117,0,0,1.0,0.0,5.0,5.0,0.1542723728487379,1.0,0.0,5.0,5.0,-1.0,-1,1,0.8305317829221117
421,1,0,-1.0,10.0,10.0,-1,0.6935867941011135,0.976152076460668,0,0,0.0,0.0,5.0,4.5,0.20153739223931602,0.0,0.0,5.0,4.5,-1.0,-1,1,0.976152076460668
422,5,0,-1.0,10.0,10.0,-1,0.2775595675372395,0.5240003638193067,0,0,0.0,0.0,4.0,3.5,0.13782549599026817,0.0,0.0,4.0,3.5,-1.0,-1,5,0.5240003638193067
423,4,0,-1.0,10.0,10.0,1,0.3608472694458229,0.7068504805827258,0,0,0.0,1.0,5.0,5.5,0.16231530679531342,0.0,1.0,5.0,5.5,-1.0,1,4,0.7068504805827258
424,5,0,-1.0,10.0,10.0,-1,0.7679278667264053,1.0,0,0,0.0,2.0,1.5,6.5,0.24935408663733236,0.0,2.0,1.5,6.5,-1.0,-1,5,1.0
425,1,0,-1.0,10.0,10.0,-1,0.4301311381604142,0.8819220374175767,1,1,0.0,1.0,5.0,4.0,0.1782789047760702,0.0,1.0,5.0,4.0,-1.0,-1,1,0.8819220374175767
426,2,0,-1.0,10.0,10.0,-1,0.5890436770689935,0.9964568536969172,1,1,0.0,0.0,6.0,3.5,0.18952872684381084,0.0,0.0,6.0,3.5,-1.0,-1,2,0.9964568536969172
427,3,0,-0.8957301896954246,10.0,10.0,1,0.7856760674975538,1.0,0,0,0.0,1.0,3.5,7.5,0.23086623816251947,0.0,1.0,3.5,7.5,-0.8957301896954246,1,3,1.0
428,8,0,-0.683942666758505,10.0,10.0,-1,0.5304726537984414,0.7629361256464198,0,0,0.0,0.0,1.5,3.5,0.23871135954801473,0.0,0.0,1.5,3.5,-0.683942666758505,-1,8,0.7629361256464198
429,6,0,-1.0,10.0,10.0,-1,0.38320756953724155,0.6851151023407843,0,0,0.0,0.0,3.5,5.5,0.17723924984694234,0.0,0.0,3.5,5.5,-1.0,-1,6,0.6851151023407843
430,4,0,-1.0,10.0,10.0,-1,0.5191690735712374,0.7495821453675728,0,0,0.0,1.0,1.5,2.5,0.2081229108826087,0.0,1.0,1.5,2.5,-1.0,-1,4,0.7495821453675728
431,3,0,-1.0,10.0,10.0,-1,0.23278231959851559,0.5746899311483737,0,0,0.0,2.0,5.0,3.5,0.13518937460439817,0.0,2.0,5.0,3.5,-1.0,-1,3,0.5746899311483737
432,6,0,-1.0,10.0,10.0,-1,0.26742192445561475,0.5434786466625295,0,0,0.0,1.0,3.5,3.5,0.1455538016510155,0.0,1.0,3.5,3.5,-1.0,-1,6,0.5434786466625295
433,3,0,-1.0,10.0,10.0,-1,0.20430266303136196,0.5547817529403137,0,0,0.0,2.0,5.0,6.5,0.1054083302466406,0.0,2.0,5.0,6.5,-1.0,-1,3,0.5547817529403137
434,6,0,-1.0,10.0,10.0,-1,0.7305260249390026,1.0,0,0,0.0,1.0,7.0,3.5,0.256636883147566,0.0,1.0,7.0,3.5,-1.0,-1,6,1.0
435,7,0,-0.871950336477071,10.0,10.0,-1,0.6027682573397575,0.8676359103845984,0,0,0.0,0.0,3.5,3.0,0.2510063415826554,0.0,0.0,3.5,3.0,-0.871950336477071,-1,7,0.8676359103845984
436,10,0,-1.0,10.0,10.0,-1,0.3789978590796489,0.7475311545752873,0,0,0.0,0.0,5.5,4.5,0.2279487333021247,0.0,0.0,5.5,4.5,-1.0,-1,10,0.7475311545752873
437,1,0,-1.0,10.0,10.0,-1,0.3326968515243828,0.6223186946405348,0,0,0.0,0.0,4.0,4.5,0.12959317710995522,0.0,0.0,4.0,4.5,-1.0,-1,1,0.6223186946405348
438,3,0,-0.8660729251382703,10.0,10.0,1,0.609845960694668,0.9059075764168009,0,0,0.0,0.0,6.0,2.5,0.23086623816251947,0.0,0.0,6.0,2.5,-0.8660729251382703,1,3,0.9059075764168009
439,4,0,-1.0,10.0,10.0,-1,0.7517192388711695,1.0,0,0,1.0,1.0,4.5,5.5,0.24092031521132712,1.0,1.0,4.5,5.5,-1.0,-1,4,1.0
440,3,0,-1.0,10.0,10.0,-1,0.3794834546312664,0.6910346958792549,0,0,0.0,0.0,3.0,6.5,0.16268621538075262,0.0,0.0,3.0,6.5,-1.0,-1,3,0.6910346958792549
441,3,0,-1.0,10.0,10.0,-1,0.3929354656320691,0.6473770245788856,0,0,1.0,0.0,3.5,2.5,0.15562393366727761,1.0,0.0,3.5,2.5,-1.0,-1,3,0.6473770245788856
442,4,0,-1.0,10.0,10.0,-1,0.7125444351162638,0.9875266610697583,0,0,0.0,0.0,4.0,5.5,0.24092031521132712,0.0,0.0,4.0,5.5,-1.0,-1,4,0.9875266610697583
443,5,0,-1.0,10.0,10.0,-1,0.7360254895302514,0.9816152937181509,0,0,0.0,0.0,5.0,3.5,0.24935408663733236,0.0,0.0,5.0,3.5,-1.0,-1,5,0.9816152937181509
444,11,0,-1.0,10.0,10.0,-1,0.7484219400978671,0.9490531640587202,0,0,0.0,1.0,1.5,3.0,0.28317364397726,0.0,1.0,1.5,3.0,-1.0,-1,11,0.9490531640587202
445,4,0,-1.0,10.0,10.0,-1,0.3758925248040169,0.6964466649117947,0,0,0.0,2.0,4.0,4.5,0.16266377570698892,0.0,2.0,4.0,4.5,-1.0,-1,4,0.6964466649117947
446,2,0,-1.0,10.0,10.0,-1,0.27218754055780936,0.5998303944608804,0,0,1.0,0.0,5.0,4.5,0.1277482548744966,1.0,0.0,5.0,4.5,-1.0,-1,2,0.5998303944608804
447,1,0,-1.0,10.0,10.0,-1,0.4639985431991253,0.8327683875752492,0,0,0.0,0.0,4.0,9.5,0.14653358662386776,0.0,0.0,4.0,9.5,-1.0,-1,1,0.8327683875752492
448,8,0,-1.0,10.0,10.0,-1,0.37745891908470863,0.6511610163001914,0,0,0.0,0.0,4.0,3.5,0.19315971301692417,0.0,0.0,4.0,3.5,-1.0,-1,8,0.6511610163001914
449,4,0,-1.0,10.0,10.0,-1,0.7303200000871015,1.0,0,0,0.0,0.0,2.5,8.5,0.24092031521132712,0.0,0.0,2.5,8.5,-1.0,-1,4,1.0
450,5,0,-1.0,10.0,10.0,-1,0.22198096508212695,0.6041934531208235,0,0,0.0,1.0,4.0,8.5,0.1344074783685073,0.0,1.0,4.0,8.5,-1.0,-1,5,0.6041934531208235
451,9,0,-1.0,10.0,10.0,-1,0.5803282817817634,0.9433598689117184,0,0,0.0,0.0,6.0,7.5,0.23575042552996203,0.0,0.0,6.0,7.5,-1.0,-1,9,0.9433598689117184
452,4,0,-0.7311064725586436,10.0,10.0,1,0.7437088194488684,1.0,0,0,0.0,0.0,4.5,4.5,0.24092031521132712,0.0,0.0,4.5,4.5,-0.7311064725586436,1,4,1.0
453,3,0,-1.0,10.0,10.0,-1,0.7860022200836396,1.0,0,0,0.0,0.0,9.5,3.5,0.23086623816251947,0.0,0.0,9.5,3.5,-1.0,-1,3,1.0
454,9,0,-1.0,10.0,10.0,-1,0.5900783595788259,0.9341799571767386,0,0,0.0,1.0,6.0,4.5,0.25659242997297266,0.0,1.0,6.0,4.5,-1.0,-1,9,0.9341799571767386
455,10,0,-1.0,10.0,10.0,-1,0.7699537742134281,1.0,0,0,0.0,0.0,8.0,2.0,0.2787790148793098,0.0,0.0,8.0,2.0,-1.0,-1,10,1.0
456,8,0,-1.0,10.0,10.0,-1,0.24539567757504038,0.6114375527419238,0,0,0.0,1.0,5.0,6.5,0.15423120823521158,0.0,1.0,5.0,6.5,-1.0,-1,8,0.6114375527419238
457,7,0,-1.0,10.0,10.0,-1,0.4155670075977439,0.8446939876860982,1,1,0.0,0.0,3.0,6.0,0.2155818076133523,0.0,0.0,3.0,6.0,-1.0,-1,7,0.8446939876860982
458,1,0,0.7358288905728662,10.0,10.0,-1,0.20522881839604024,0.46568532533451146,0,0,0.0,0.0,5.0,2.5,0.10199543902121719,0.0,0.0,5.0,2.5,0.7358288905728662,-1,1,0.46568532533451146
459,0,0,-1.0,10.0,10.0,-1,0.7887102633144911,1.0,0,0,0.0,0.0,6.0,4.0,0.1750862681640398,0.0,0.0,6.0,4.0,-1.0,-1,0,1.0
460,14,0,-1.0,10.0,10.0,1,0.7416358872600197,0.884981532356012,0,0,0.0,0.0,1.0,1.5,0.29463305631356923,0.0,0.0,1.0,1.5,-1.0,1,14,0.884981532356012
461,4,0,-1.0,10.0,10.0,-1,0.21683153374892083,0.5932278180671413,0,0,0.0,2.0,5.0,4.5,0.1354553973943472,0.0,2.0,5.0,4.5,-1.0,-1,4,0.5932278180671413
462,0,0,-1.0,10.0,10.0,-1,0.2108795902758596,0.5367093022677949,0,0,0.0,1.0,4.0,5.5,0.08995512033959453,0.0,1.0,4.0,5.5,-1.0,-1,0,0.5367093022677949
463,3,0,-1.0,10.0,10.0,-1,0.42018169646381975,0.8252042988314294,0,0,0.0,0.0,7.0,6.5,0.18175567384859648,0.0,0.0,7.0,6.5,-1.0,-1,3,0.8252042988314294
464,3,0,-0.9959574045572575,9.925734230654292,9.925734230654292,-1,0.3551227800745411,0.6726132981600602,0,0,1.0,1.0,2.5,2.5,0.18610837178800227,1.0,1.0,2.5,2.5,-0.9959574045572575,-1,3,0.6726132981600602
465,2,0,-1.0,10.0,10.0,-1,0.7081593663455015,1.0,0,0,0.0,0.0,6.0,4.5,0.21834332030706596,0.0,0.0,6.0,4.5,-1.0,-1,2,1.0
466,5,0,-1.0,10.0,10.0,-1,0.2962906419631174,0.6077658672996185,0,0,0.0,0.0,5.0,2.5,0.18136919891203127,0.0,0.0,5.0,2.5,-1.0,-1,5,0.6077658672996185
467,4,0,-1.0,10.0,10.0,-1,0.6743896776205145,0.9646338065723087,0,0,0.0,0.0,5.5,3.5,0.24092031521132712,0.0,0.0,5.5,3.5,-1.0,-1,4,0.9646338065723087
468,7,0,-1.0,10.0,10.0,-1,0.532675819994398,0.7836785083177219,0,0,0.0,0.0,2.5,3.0,0.23293518898860882,0.0,0.0,2.5,3.0,-1.0,-1,7,0.7836785083177219
469,5,0,-1.0,10.0,10.0,-1,0.4264350628429927,0.6976641314690788,0,0,0.0,1.0,5.0,2.5,0.17596234393258367,0.0,1.0,5.0,2.5,-1.0,-1,5,0.6976641314690788
470,6,0,-1.0,10.0,10.0,-1,0.28743185704002727,0.7266889596971879,1,0,1.0,0.0,8.0,4.5,0.19008035147880634,1.0,0.0,8.0,4.5,-1.0,-1,6,0.7266889596971879
471,3,0,-1.0,10.0,10.0,-1,0.7986147835758026,1.0,0,0,0.0,0.0,5.0,3.5,0.23086623816251947,0.0,0.0,5.0,3.5,-1.0,-1,3,1.0
472,3,0,-1.0,10.0,10.0,-1,0.5707916725529221,0.8859394057355674,0,0,0.0,0.0,5.5,4.5,0.2029696011588295,0.0,0.0,5.5,4.5,-1.0,-1,3,0.8859394057355674
473,1,0,-1.0,10.0,10.0,-1,0.4636293395407966,0.7480166030732431,1,0,0.0,0.0,2.0,5.5,0.1554555267751464,0.0,0.0,2.0,5.5,-1.0,-1,1,0.7480166030732431
474,2,0,-1.0,10.0,10.0,-1,0.42267653393163906,0.7284184968783656,1,0,0.0,1.0,5.0,3.5,0.15993788243764387,0.0,1.0,5.0,3.5,-1.0,-1,2,0.7284184968783656
475,6,0,-1.0,10.0,10.0,-1,0.7434369383785133,1.0,0,0,0.0,0.0,5.0,4.5,0.256636883147566,0.0,0.0,5.0,4.5,-1.0,-1,6,1.0
476,6,0,-1.0,10.0,10.0,-1,0.6927150849144567,0.915629050948674,0,0,0.0,0.0,2.0,3.5,0.256636883147566,0.0,0.0,2.0,3.5,-1.0,-1,6,0.915629050948674
477,6,0,-0.9640615219337111,10.0,10.0,-1,0.6867114730209343,1.0,0,0,1.0,0.0,4.0,7.5,0.256636883147566,1.0,0.0,4.0,7.5,-0.9640615219337111,-1,6,1.0
478,4,0,-1.0,10.0,10.0,-1,0.5697190837774357,0.8799961353411963,0,0,0.0,0.0,3.5,5.5,0.2234107726094648,0.0,0.0,3.5,5.5,-1.0,-1,4,0.8799961353411963
479,2,0,-0.1917313559761278,10.0,10.0,-1,0.7327739496174812,1.0,0,0,0.0,2.0,8.0,3.5,0.21234474723860491,0.0,2.0,8.0,3.5,-0.1917313559761278,-1,2,1.0
480,4,0,-1.0,10.0,10.0,-1,0.3795670232732423,0.6332014686734262,0,0,0.0,0.0,3.0,3.5,0.1717799083115497,0.0,0.0,3.0,3.5,-1.0,-1,4,0.6332014686734262
481,5,0,-1.0,10.0,10.0,1,0.6222236810979737,0.9133342086587842,0,0,0.0,1.0,5.0,2.5,0.24935408663733236,0.0,1.0,5.0,2.5,-1.0,1,5,0.9133342086587842
482,8,0,-0.9556309006202506,10.0,10.0,-1,0.44266864543513557,0.8100475253387704,1,0,0.0,0.0,8.0,3.5,0.22258152672051543,0.0,0.0,8.0,3.5,-0.9556309006202506,-1,8,0.8100475253387704
483,1,0,0.5541246029497592,10.0,10.0,-1,0.5599992851358153,0.8844464297244801,0,0,0.0,1.0,4.0,6.5,0.16676885442135048,0.0,1.0,4.0,6.5,0.5541246029497592,-1,1,0.8844464297244801
484,4,0,-1.0,10.0,10.0,-1,0.7988918003676158,1.0,0,0,0.0,1.0,3.5,8.0,0.24092031521132712,0.0,1.0,3.5,8.0,-1.0,-1,4,1.0
485,14,0,-1.0,10.0,10.0,1,0.790714868405191,1.0,1,1,0.0,2.0,4.0,3.5,0.27401356318254483,0.0,2.0,4.0,3.5,-1.0,1,14,1.0
486,0,0,-1.0,10.0,10.0,-1,0.507571409880469,0.8789900233965935,0,0,0.0,1.0,7.0,5.5,0.1364624730798682,0.0,1.0,7.0,5.5,-1.0,-1,0,0.8789900233965935
487,10,0,-1.0,10.0,10.0,-1,0.5443180712988949,0.8458162542487943,0,0,0.0,0.0,4.0,5.5,0.24342149196854948,0.0,0.0,4.0,5.5,-1.0,-1,10,0.8458162542487943
488,6,0,-0.9643296584608287,10.0,10.0,-1,0.7383930614823806,0.9230358368894285,0,0,0.0,0.0,3.5,1.5,0.256636883147566,0.0,0.0,3.5,1.5,-0.9643296584608287,-1,6,0.9230358368894285
489,3,0,-1.0,10.0,10.0,-1,0.7913814275083131,1.0,0,0,1.0,0.0,5.0,7.5,0.23086623816251947,1.0,0.0,5.0,7.5,-1.0,-1,3,1.0
490,9,0,-0.9988147815897251,10.0,10.0,-1,0.667164681575648,0.9160052657273113,1,0,0.0,1.0,1.5,4.5,0.2701868725884793,0.0,1.0,1.5,4.5,-0.9988147815897251,-1,9,0.9160052657273113
491,1,0,-1.0,10.0,10.0,-1,0.23911067477517844,0.6056518277048535,0,0,0.0,0.0,4.0,8.5,0.11037868861207947,0.0,0.0,4.0,8.5,-1.0,-1,1,0.6056518277048535
492,5,0,-0.9559865609835824,10.0,10.0,-1,0.3935838406063184,0.7644021161831867,0,0,0.0,1.0,6.0,5.5,0.18020976257075141,0.0,1.0,6.0,5.5,-0.9559865609835824,-1,5,0.7644021161831867
493,5,0,0.05766039084632464,10.0,10.0,1,0.7379374039521849,1.0,0,0,0.0,1.0,4.5,5.5,0.24935408663733236,0.0,1.0,4.5,5.5,0.05766039084632464,1,5,1.0
494,7,0,-1.0,10.0,10.0,-1,0.6610115035102884,1.0,1,1,0.0,1.0,8.0,4.5,0.2630570378634295,0.0,1.0,8.0,4.5,-1.0,-1,7,1.0
495,2,0,-0.08025136711951769,10.0,10.0,-1,0.6453398426146564,0.9236991426437212,0,0,0.0,0.0,4.5,3.5,0.21566357677546646,0.0,0.0,4.5,3.5,-0.08025136711951769,-1,2,0.9236991426437212
496,7,0,-1.0,10.0,10.0,-1,0.6007539382808846,0.991105686230908,0,0,0.0,1.0,5.0,7.5,0.2549849947961916,0.0,1.0,5.0,7.5,-1.0,-1,7,0.991105686230908
497,9,0,-1.0,10.0,10.0,-1,0.44915830977943016,0.7727109965020394,0,0,0.0,0.0,5.0,4.0,0.21083797969951534,0.0,0.0,5.0,4.0,-1.0,-1,9,0.7727109965020394
498,4,0,-0.45026796653243817,10.0,10.0,-1,0.4419447922068211,0.7190976779221386,0,0,0.0,0.0,5.5,3.5,0.16452307298447327,0.0,0.0,5.5,3.5,-0.45026796653243817,-1,4,0.7190976779221386
499,3,0,-1.0,10.0,10.0,-1,0.6853594925544807,1.0,0,0,0.0,3.0,7.0,3.5,0.23086623816251947,0.0,3.0,7.0,3.5,-1.0,-1,3,1.0
500,1,0,0.233205769956864,10.0,10.0,-1,0.3762681750590426,0.7019801748807982,0,0,1.0,0.0,6.5,2.5,0.13661116290745298,1.0,0.0,6.5,2.5,0.233205769956864,-1,1,0.7019801748807982
501,9,0,-0.8054814032473064,10.0,10.0,-1,0.6108991236205841,0.9043801060558972,0,0,0.0,1.0,3.5,4.0,0.2546296858989042,0.0,1.0,3.5,4.0,-0.8054814032473064,-1,9,0.9043801060558972
502,3,0,-0.9159686092054903,10.0,10.0,-1,0.635725114054374,0.9214350684326245,0,0,1.0,1.0,4.0,2.5,0.23086623816251947,1.0,1.0,4.0,2.5,-0.9159686092054903,-1,3,0.9214350684326245
503,9,0,-1.0,10.0,10.0,-1,0.7067335936169172,0.9040401561701503,1,0,0.0,0.0,2.5,2.5,0.27401356318254483,0.0,0.0,2.5,2.5,-1.0,-1,9,0.9040401561701503
504,2,0,0.39060584237541635,10.0,10.0,-1,0.39193135442420945,0.8807764850452422,1,1,0.0,2.0,7.5,3.5,0.14167663368443006,0.0,2.0,7.5,3.5,0.39060584237541635,-1,2,0.8807764850452422
505,3,0,-0.8366429112850314,10.0,10.0,-1,0.6451335601029213,0.9218981409642866,0,0,0.0,0.0,5.0,3.5,0.22675156660147303,0.0,0.0,5.0,3.5,-0.8366429112850314,-1,3,0.9218981409642866
506,5,0,-1.0,10.0,10.0,1,0.26389393854721216,0.5764596977164265,0,0,0.0,0.0,6.0,4.5,0.13817810916425724,0.0,0.0,6.0,4.5,-1.0,1,5,0.5764596977164265
507,1,0,0.08676447753419961,10.0,10.0,1,0.28283703737114285,0.5284475779402961,0,0,0.0,0.0,3.5,2.5,0.11791139006354055,0.0,0.0,3.5,2.5,0.08676447753419961,1,1,0.5284475779402961
508,3,0,-1.0,10.0,10.0,-1,0.45040162410404094,0.7472124977164237,0,0,0.0,0.0,2.5,5.5,0.18436423422790574,0.0,0.0,2.5,5.5,-1.0,-1,3,0.7472124977164237
509,3,0,-0.8556500948670829,10.0,10.0,-1,0.23313546581314837,0.4716660397742368,0,0,0.0,0.0,4.0,2.5,0.12342430711477026,0.0,0.0,4.0,2.5,-0.8556500948670829,-1,3,0.4716660397742368
510,2,0,-1.0,10.0,10.0,-1,0.7686189928792031,1.0,0,0,0.0,1.0,6.0,6.5,0.21834332030706596,0.0,1.0,6.0,6.5,-1.0,-1,2,1.0
511,10,0,-1.0,10.0,10.0,-1,0.7411374863056164,1.0,0,0,0.0,1.0,8.0,4.5,0.2787790148793098,0.0,1.0,8.0,4.5,-1.0,-1,10,1.0
512,3,0,-1.0,10.0,10.0,-1,0.2293602173155059,0.5267353558505337,0,0,0.0,1.0,4.0,3.0,0.13211460635183486,0.0,1.0,4.0,3.0,-1.0,-1,3,0.5267353558505337
513,4,0,-1.0,10.0,10.0,1,0.7029870331353674,1.0,0,0,0.0,0.0,5.0,7.5,0.24092031521132712,0.0,0.0,5.0,7.5,-1.0,1,4,1.0
514,4,0,-1.0,10.0,10.0,-1,0.5053245044540153,0.8399610061585447,0,0,0.0,0.0,6.0,5.0,0.19275735068384944,0.0,0.0,6.0,5.0,-1.0,-1,4,0.8399610061585447
515,0,0,0.8874304158328163,10.0,10.0,1,0.62117773302413,0.9616328730379629,0,0,0.0,1.0,5.5,4.5,0.16800510341272265,0.0,1.0,5.5,4.5,0.8874304158328163,1,0,0.9616328730379629
516,2,0,0.8254350172050627,10.0,10.0,1,0.7321587015789124,0.9992952209473475,0,0,0.0,0.0,5.5,3.5,0.21834332030706596,0.0,0.0,5.5,3.5,0.8254350172050627,1,2,0.9992952209473475
517,2,0,-1.0,10.0,10.0,-1,0.5461846922466193,1.0,1,1,0.0,0.0,7.0,5.5,0.21598686757234853,0.0,0.0,7.0,5.5,-1.0,-1,2,1.0
518,2,0,-1.0,10.0,10.0,-1,0.2697962601707777,0.5167457655453875,0,0,0.0,1.0,1.5,4.5,0.1172803029204214,0.0,1.0,1.5,4.5,-1.0,-1,2,0.5167457655453875
519,6,0,-1.0,10.0,10.0,-1,0.20154716629195177,0.4366818126105083,0,0,0.0,0.0,4.0,2.5,0.13094470090534116,0.0,0.0,4.0,2.5,-1.0,-1,6,0.4366818126105083
520,3,0,-0.24423621402094475,10.0,10.0,-1,0.498152919350868,0.7498219604993529,0,0,0.0,0.0,5.0,3.5,0.16738978487090975,0.0,0.0,5.0,3.5,-0.24423621402094475,-1,3,0.7498219604993529
521,2,0,-1.0,10.0,10.0,-1,0.7695392792746161,1.0,0,0,0.0,0.0,5.0,3.5,0.21834332030706596,0.0,0.0,5.0,3.5,-1.0,-1,2,1.0
522,5,0,-1.0,10.0,10.0,-1,0.5435731229679176,0.915101092763247,0,0,0.0,0.0,8.0,5.5,0.20886960458131199,0.0,0.0,8.0,5.5,-1.0,-1,5,0.915101092763247
523,3,0,-0.3194121917826163,10.0,10.0,-1,0.4237634828529376,0.7794610955508121,0,0,1.0,0.0,4.0,6.5,0.1765334019132597,1.0,0.0,4.0,6.5,-0.3194121917826163,-1,3,0.7794610955508121
